Sensor, acceleration x(*1000), acceleration y(*1000), acceleration z(*1000), gyro x, gyro y, gyro z, Hour ,Initial Date: ,08/03/2022 14:10:48.369932 GMT,29940
acc002, 90.33, 39.31, 1064.94, -0.24, 0.06, -0.49,41186,,,
acc002, 89.36, 38.09, 1069.09, -0.24, 0.00, -0.43,41200,,,
acc002, 88.62, 36.62, 1068.85, -0.18, 0.06, -0.55,41211,,,
acc002, 91.06, 37.84, 1068.60, -0.12, 0.06, -0.55,41222,,,
acc002, 89.36, 38.09, 1069.82, -0.12, 0.00, -0.61,41233,,,
acc002, 90.09, 39.31, 1068.12, -0.18, -0.06, -0.61,41244,,,
acc002, 89.84, 40.53, 1069.09, -0.12, 0.06, -0.61,41257,,,
acc002, 89.60, 37.35, 1071.29, -0.24, -0.06, -0.55,41268,,,
acc002, 88.13, 38.09, 1068.60, -0.24, 0.00, -0.55,41279,,,
acc002, 88.13, 38.57, 1068.36, -0.18, 0.18, -0.55,41290,,,
acc002, 87.16, 40.28, 1071.29, -0.24, -0.06, -0.49,41301,,,
acc002, 88.62, 37.60, 1067.87, -0.12, 0.00, -0.61,41312,,,
acc002, 88.13, 39.31, 1067.87, -0.18, 0.00, -0.61,41323,,,
acc002, 87.40, 38.82, 1069.58, -0.12, 0.06, -0.43,41334,,,
acc002, 88.13, 38.57, 1067.63, -0.18, 0.00, -0.43,41348,,,
acc002, 90.09, 36.87, 1069.34, -0.18, 0.06, -0.43,41359,,,
acc002, 89.60, 38.09, 1070.80, -0.24, 0.00, -0.49,41370,,,
acc002, 89.36, 37.84, 1067.38, -0.12, -0.06, -0.49,41381,,,
acc002, 91.06, 39.31, 1071.78, -0.24, 0.00, -0.49,41392,,,
acc002, 89.36, 38.82, 1064.70, -0.18, -0.06, -0.43,41407,,,
acc002, 90.33, 38.82, 1066.65, -0.24, 0.00, -0.55,41417,,,
acc002, 89.36, 37.11, 1072.02, -0.12, 0.00, -0.55,41428,,,
acc002, 87.89, 38.09, 1071.53, -0.18, -0.06, -0.49,41440,,,
acc002, 89.60, 37.84, 1065.92, -0.18, -0.06, -0.49,41453,,,
acc002, 91.80, 37.35, 1071.04, -0.18, -0.06, -0.55,41464,,,
acc002, 89.84, 38.33, 1067.14, -0.18, 0.06, -0.55,41475,,,
acc002, 88.87, 37.84, 1068.36, -0.06, 0.00, -0.49,41486,,,
acc002, 89.11, 37.84, 1065.92, -0.12, -0.06, -0.49,41497,,,
acc002, 90.58, 40.28, 1068.36, -0.18, 0.06, -0.49,41508,,,
acc002, 89.11, 38.82, 1067.63, -0.12, 0.00, -0.55,41519,,,
acc002, 90.09, 37.35, 1066.89, -0.12, 0.06, -0.49,41530,,,
acc002, 89.60, 40.28, 1066.41, -0.12, 0.00, -0.61,41541,,,
acc002, 88.87, 38.33, 1066.89, -0.06, 0.06, -0.49,41554,,,
acc002, 90.09, 37.35, 1070.31, -0.18, 0.06, -0.49,41565,,,
acc002, 90.09, 37.35, 1070.07, -0.12, 0.12, -0.43,41577,,,
acc002, 89.11, 38.33, 1068.85, -0.18, 0.12, -0.55,41588,,,
acc002, 89.11, 38.82, 1071.04, -0.18, 0.06, -0.55,41599,,,
acc002, 89.60, 38.09, 1070.31, -0.18, 0.06, -0.55,41613,,,
acc002, 89.60, 39.06, 1067.87, -0.12, -0.06, -0.49,41624,,,
acc002, 88.87, 37.60, 1068.85, -0.12, 0.06, -0.55,41635,,,
acc002, 89.84, 37.11, 1067.87, -0.18, 0.00, -0.43,41648,,,
acc002, 88.62, 39.31, 1066.89, -0.18, -0.06, -0.49,41659,,,
acc002, 87.89, 37.84, 1069.09, -0.18, 0.00, -0.49,41670,,,
acc002, 90.58, 39.06, 1068.60, -0.18, 0.00, -0.43,41681,,,
acc002, 91.06, 38.09, 1069.58, -0.18, 0.06, -0.49,41692,,,
acc002, 89.36, 39.06, 1067.87, -0.18, 0.06, -0.49,41703,,,
acc002, 89.60, 40.04, 1069.82, -0.18, -0.06, -0.61,41714,,,
acc002, 90.58, 38.82, 1067.87, -0.18, 0.00, -0.55,41725,,,
acc002, 90.09, 39.31, 1065.92, -0.18, 0.06, -0.61,41736,,,
acc002, 89.36, 40.77, 1066.16, -0.18, 0.06, -0.67,41749,,,
acc002, 89.11, 38.57, 1068.85, -0.18, 0.12, -0.55,41760,,,
acc002, 90.58, 38.82, 1067.63, -0.18, 0.00, -0.43,41771,,,
acc002, 89.11, 37.60, 1066.89, -0.18, 0.06, -0.49,41783,,,
acc002, 89.60, 36.38, 1068.85, -0.12, 0.12, -0.55,41794,,,
acc002, 89.36, 36.38, 1065.19, -0.12, 0.06, -0.55,41805,,,
acc002, 88.87, 37.84, 1067.14, -0.18, 0.00, -0.55,41819,,,
acc002, 88.38, 36.87, 1070.80, -0.06, 0.00, -0.49,41830,,,
acc002, 87.89, 37.60, 1069.34, -0.18, 0.12, -0.49,41841,,,
acc002, 90.33, 37.60, 1068.12, -0.18, 0.00, -0.49,41854,,,
acc002, 90.09, 39.55, 1068.12, -0.24, 0.06, -0.43,41865,,,
acc002, 88.62, 41.50, 1069.58, -0.06, 0.06, -0.49,41876,,,
acc002, 88.38, 37.60, 1068.36, -0.06, 0.00, -0.55,41887,,,
acc002, 90.33, 38.09, 1067.38, -0.18, 0.00, -0.49,41898,,,
acc002, 89.84, 38.82, 1066.89, -0.18, 0.06, -0.43,41909,,,
acc002, 88.38, 38.09, 1065.92, -0.24, 0.00, -0.55,41920,,,
acc002, 90.82, 37.84, 1063.96, -0.18, 0.00, -0.43,41931,,,
acc002, 91.80, 36.62, 1067.87, -0.12, -0.06, -0.49,41944,,,
acc002, 90.82, 39.06, 1072.27, -0.18, 0.06, -0.55,41955,,,
acc002, 90.58, 37.84, 1067.38, -0.06, 0.00, -0.49,41966,,,
acc002, 88.13, 39.31, 1067.87, -0.24, 0.00, -0.49,41978,,,
acc002, 90.82, 37.84, 1065.43, -0.12, 0.00, -0.55,41989,,,
acc002, 91.06, 38.82, 1067.38, -0.12, 0.00, -0.49,42000,,,
acc002, 95.21, 38.82, 1064.94, -0.12, 0.06, -0.49,42011,,,
acc002, 90.58, 44.68, 1069.82, -0.06, -0.24, -0.55,42025,,,
acc002, 93.51, 37.60, 1067.38, -0.06, -0.18, -0.49,42037,,,
acc002, 95.95, 36.13, 1063.23, -0.49, -0.37, -0.55,42050,,,
acc002, 76.90, 33.20, 1064.70, -0.18, -0.12, -0.43,42060,,,
acc002, 101.32, 41.75, 1065.67, -0.67, -0.85, -0.55,42071,,,
acc002, 83.74, 48.34, 1081.05, -0.31, -0.43, -0.55,42082,,,
acc002, 85.69, 45.90, 1081.54, -1.28, -2.20, -0.55,42093,,,
acc002, 106.93, 17.58, 1022.95, -1.46, -3.05, -0.12,42104,,,
acc002, 93.99, 52.49, 1078.86, 0.12, 0.49, -0.49,42115,,,
acc002, 96.44, 32.96, 1067.14, 0.00, -0.12, -0.43,42126,,,
acc002, 89.60, 40.04, 1068.60, 0.12, 0.31, -0.49,42140,,,
acc002, 93.51, 33.20, 1067.38, -0.18, -0.18, -0.37,42151,,,
acc002, 89.36, 39.79, 1070.56, -0.61, -0.98, -0.55,42162,,,
acc002, 88.62, 41.26, 1073.00, -1.16, -0.98, -0.79,42173,,,
acc002, 78.61, 37.35, 1084.96, -2.01, -2.08, -0.73,42184,,,
acc002, 54.20, 29.79, 1123.05, -5.43, -7.14, -1.28,42195,,,
acc002, 43.46, -33.94, 1150.88, -8.06, -13.85, -1.89,42207,,,
acc002, 27.83, -107.42, 1138.67, -6.41, -14.04, -6.47,42218,,,
acc002, 77.88, -123.29, 1138.67, -12.21, -17.52, -10.99,42232,,,
acc002, 104.25, -91.06, 1262.94, -16.78, -10.38, -11.17,42245,,,
acc002, 85.69, -94.97, 1283.94, -26.79, -7.26, -9.09,42256,,,
acc002, 88.87, -110.84, 1357.67, -33.26, -4.52, -6.35,42267,,,
acc002, 95.21, -125.73, 1312.99, -39.00, -4.27, -0.24,42278,,,
acc002, 110.84, -144.78, 1284.18, -36.56, 0.00, 4.76,42289,,,
acc002, 134.77, -161.62, 1273.68, -28.50, 7.69, 9.46,42300,,,
acc002, 140.62, -178.22, 1281.49, -16.97, 16.30, 13.24,42311,,,
acc002, 121.58, -176.27, 1300.29, -3.42, 24.29, 15.44,42322,,,
acc002, 90.33, -149.66, 1332.03, 16.97, 31.01, 15.26,42335,,,
acc002, 72.02, -120.85, 1361.33, 28.14, 31.31, 13.73,42346,,,
acc002, 51.27, -73.49, 1390.87, 37.78, 30.03, 10.93,42357,,,
acc002, 52.98, -36.87, 1387.45, 40.65, 29.17, 8.91,42368,,,
acc002, 63.48, -0.73, 1396.24, 41.56, 27.04, 7.32,42379,,,
acc002, 65.19, 30.76, 1401.86, 40.04, 24.60, 6.16,42390,,,
acc002, 71.29, 66.65, 1370.61, 34.55, 20.81, 4.39,42402,,,
acc002, 75.20, 68.60, 1363.04, 30.58, 17.52, 3.23,42413,,,
acc002, 74.71, 60.06, 1389.65, 26.00, 14.40, 2.26,42424,,,
acc002, 63.23, 54.69, 1437.26, 16.42, 8.91, 0.18,42440,,,
acc002, 50.29, 48.34, 1449.95, 8.30, 6.23, -1.65,42451,,,
acc002, 23.68, 31.01, 1465.58, -4.09, 3.66, -6.29,42462,,,
acc002, 22.46, 22.46, 1478.52, -11.54, 3.36, -10.31,42473,,,
acc002, 21.24, 37.35, 1462.16, -17.15, 2.81, -14.40,42484,,,
acc002, 20.51, 56.15, 1420.65, -19.23, 2.56, -17.46,42495,,,
acc002, 26.37, 66.89, 1375.49, -17.76, 2.75, -19.78,42506,,,
acc002, 31.25, 87.40, 1326.17, -10.56, 4.21, -22.46,42517,,,
acc002, 28.81, 94.73, 1337.40, -5.74, 6.41, -24.41,42530,,,
acc002, 14.65, 97.41, 1342.53, -2.99, 10.62, -26.49,42541,,,
acc002, -13.43, 115.48, 1336.91, -0.06, 15.08, -30.64,42552,,,
acc002, -21.97, 134.77, 1335.94, 2.26, 15.99, -33.20,42563,,,
acc002, -18.07, 148.19, 1320.56, 4.27, 15.63, -35.16,42574,,,
acc002, -21.48, 152.83, 1286.13, 6.65, 14.53, -36.80,42586,,,
acc002, -14.65, 158.69, 1244.38, 9.64, 14.77, -39.06,42597,,,
acc002, -16.11, 167.97, 1220.95, 11.41, 16.30, -40.22,42608,,,
acc002, -42.97, 165.28, 1203.13, 14.10, 17.21, -42.36,42621,,,
acc002, -35.40, 159.91, 1192.63, 15.20, 17.27, -43.33,42636,,,
acc002, -13.43, 134.03, 1204.35, 17.33, 15.20, -41.75,42646,,,
acc002, 3.17, 112.30, 1222.17, 16.60, 15.08, -39.12,42657,,,
acc002, 9.28, 84.23, 1224.37, 13.79, 16.05, -36.13,42668,,,
acc002, -0.24, 54.44, 1217.29, 10.74, 17.27, -33.20,42679,,,
acc002, -18.07, 35.89, 1199.71, 8.06, 19.47, -30.40,42690,,,
acc002, -21.48, 26.61, 1178.96, 7.02, 21.18, -27.59,42701,,,
acc002, -6.10, 10.50, 1192.38, 7.14, 20.08, -22.34,42712,,,
acc002, -1.71, 4.39, 1180.42, 7.02, 18.31, -17.88,42725,,,
acc002, 10.01, 1.46, 1158.94, 6.84, 15.63, -9.64,42736,,,
acc002, 6.84, -3.91, 1146.24, 6.59, 13.61, -2.75,42747,,,
acc002, 3.17, -5.62, 1126.95, 6.77, 11.96, 4.70,42759,,,
acc002, -12.21, -0.73, 1114.26, 7.02, 10.62, 11.78,42770,,,
acc002, -39.79, -7.32, 1128.91, 6.10, 8.97, 17.46,42781,,,
acc002, -73.24, -6.84, 1152.34, 0.55, 7.93, 22.34,42792,,,
acc002, -83.01, -3.91, 1158.45, -4.76, 6.65, 24.72,42803,,,
acc002, -101.56, -6.59, 1117.92, -10.50, 3.30, 28.20,42816,,,
acc002, -93.75, 7.08, 1059.81, -9.77, -0.55, 31.19,42828,,,
acc002, -101.32, 10.99, 993.65, -2.32, -8.36, 36.93,42842,,,
acc002, -111.33, 5.62, 972.90, 3.91, -12.21, 39.37,42853,,,
acc002, -114.75, -4.64, 959.96, 10.62, -15.93, 40.34,42864,,,
acc002, -114.01, -21.00, 960.69, 16.91, -19.35, 39.92,42875,,,
acc002, -126.46, -50.54, 978.76, 22.09, -21.97, 38.64,42886,,,
acc002, -140.14, -94.48, 1016.85, 27.16, -28.93, 34.30,42897,,,
acc002, -123.29, -117.43, 1010.50, 29.85, -33.81, 31.98,42908,,,
acc002, -95.21, -122.56, 989.01, 32.35, -38.02, 30.64,42921,,,
acc002, -84.23, -70.07, 931.15, 34.48, -39.67, 29.36,42932,,,
acc002, -72.75, -39.06, 922.85, 33.81, -42.11, 28.87,42943,,,
acc002, -68.36, -14.89, 910.64, 31.98, -42.36, 28.44,42954,,,
acc002, -55.42, -6.84, 903.81, 28.26, -42.30, 27.71,42965,,,
acc002, -34.42, -8.06, 891.60, 22.83, -41.75, 26.37,42976,,,
acc002, -37.35, -18.80, 883.54, 19.78, -41.81, 26.00,42987,,,
acc002, -54.69, -39.06, 888.18, 17.88, -43.09, 25.33,42998,,,
acc002, -61.04, -67.14, 868.65, 15.87, -45.84, 23.80,43012,,,
acc002, -63.23, -97.90, 771.48, 16.78, -44.13, 22.28,43023,,,
acc002, -75.68, -114.50, 675.05, 20.87, -36.01, 18.98,43034,,,
acc002, -77.88, -135.50, 656.25, 27.65, -21.85, 12.02,43048,,,
acc002, -77.15, -142.82, 706.05, 33.02, -10.25, 7.87,43059,,,
acc002, -77.88, -142.82, 782.47, 37.41, -1.77, 5.43,43070,,,
acc002, -68.85, -116.94, 853.27, 40.34, 4.70, 3.60,43081,,,
acc002, -83.01, -100.59, 888.18, 38.51, 7.08, 3.36,43092,,,
acc002, -96.19, -92.04, 913.33, 34.42, 8.85, 3.54,43105,,,
acc002, -91.55, -81.30, 922.85, 26.55, 9.09, 4.33,43116,,,
acc002, -83.50, -68.36, 919.43, 19.90, 10.50, 5.62,43127,,,
acc002, -58.11, -44.19, 889.65, 13.24, 13.24, 7.75,43138,,,
acc002, -22.46, -18.07, 854.98, 8.00, 16.30, 11.11,43149,,,
acc002, 0.00, 11.96, 817.87, 4.27, 19.71, 15.69,43160,,,
acc002, -2.44, 22.71, 811.52, 1.59, 23.44, 23.13,43171,,,
acc002, -0.49, 26.61, 806.15, 1.40, 23.74, 28.32,43182,,,
acc002, 3.91, 30.27, 802.49, 1.40, 23.38, 33.63,43193,,,
acc002, 19.29, 63.96, 788.33, 0.06, 22.71, 41.75,43206,,,
acc002, 19.29, 75.44, 783.20, -3.23, 22.34, 47.18,43218,,,
acc002, 23.44, 87.16, 780.03, -9.16, 23.80, 52.67,43229,,,
acc002, 26.12, 104.00, 762.94, -16.11, 26.79, 57.43,43240,,,
acc002, -132.81, 193.60, 1058.84, -28.44, 21.12, 63.23,43254,,,
acc002, -58.35, 273.68, 951.90, -40.22, 2.01, 76.54,43265,,,
acc002, -34.67, 231.20, 863.53, -62.81, -7.14, 92.53,43276,,,
acc002, -51.51, 189.94, 845.21, -75.38, -12.94, 97.90,43287,,,
acc002, -57.62, 156.01, 833.50, -85.02, -17.46, 102.72,43300,,,
acc002, -36.38, 112.55, 815.92, -93.57, -22.83, 109.92,43311,,,
acc002, -46.39, 82.52, 798.34, -94.73, -25.09, 113.89,43322,,,
acc002, -49.07, 64.70, 826.17, -92.83, -27.89, 116.39,43333,,,
acc002, -41.26, 74.46, 875.00, -88.81, -30.21, 118.41,43344,,,
acc002, -40.28, 83.25, 934.08, -86.12, -33.63, 120.42,43355,,,
acc002, -56.88, 92.53, 988.04, -83.07, -41.32, 124.69,43366,,,
acc002, -77.64, 101.32, 992.68, -82.52, -46.94, 127.56,43377,,,
acc002, -66.16, 112.55, 956.79, -83.44, -52.06, 131.65,43390,,,
acc002, -43.95, 108.15, 941.89, -83.44, -51.94, 134.70,43402,,,
acc002, -29.05, 66.89, 958.74, -82.40, -50.29, 137.02,43413,,,
acc002, -3.91, 15.14, 979.74, -78.86, -47.79, 137.70,43424,,,
acc002, 27.34, -28.32, 988.53, -71.53, -45.10, 137.15,43435,,,
acc002, 60.06, -57.62, 990.97, -55.91, -39.79, 135.68,43446,,,
acc002, 75.93, -58.84, 1028.08, -40.47, -32.71, 134.28,43461,,,
acc002, 83.25, -61.28, 1063.23, -31.13, -28.81, 134.09,43471,,,
acc002, 95.46, -64.21, 1068.60, -22.22, -24.72, 134.28,43484,,,
acc002, 93.75, -57.13, 1036.62, -8.24, -18.98, 134.16,43495,,,
acc002, 79.35, -48.83, 1013.92, 0.49, -15.69, 133.06,43506,,,
acc002, 53.47, -42.72, 1002.44, 7.93, -12.94, 131.84,43517,,,
acc002, 26.12, -34.42, 990.48, 14.34, -11.29, 130.19,43528,,,
acc002, 15.87, -24.41, 982.42, 21.06, -11.35, 128.85,43539,,,
acc002, 19.29, -6.10, 974.37, 26.98, -11.05, 128.91,43550,,,
acc002, 31.49, 1.22, 999.51, 32.71, -10.13, 130.86,43561,,,
acc002, 45.17, -10.25, 1008.06, 34.73, -8.30, 131.90,43572,,,
acc002, 62.50, -29.54, 1001.46, 39.31, -4.27, 130.68,43594,,,
acc002, 65.67, -28.81, 1014.89, 42.24, 1.65, 127.20,43610,,,
acc002, 64.70, -19.78, 1035.64, 42.97, 4.15, 125.73,43624,,,
acc002, 65.43, -22.95, 1050.29, 43.58, 5.86, 123.66,43639,,,
acc002, 67.63, -28.08, 1055.18, 44.19, 8.91, 121.15,43653,,,
acc002, 58.11, -32.71, 1078.86, 44.01, 13.79, 115.84,43670,,,
acc002, 57.13, -38.82, 1099.61, 42.85, 16.72, 112.85,43684,,,
acc002, 54.93, -52.49, 1135.01, 41.08, 21.18, 107.79,43698,,,
acc002, 40.04, -68.36, 1162.35, 39.31, 24.35, 101.75,43714,,,
acc002, 38.82, -73.97, 1143.31, 39.12, 25.33, 94.18,43728,,,
acc002, 48.83, -63.23, 1144.78, 40.65, 26.37, 86.12,43742,,,
acc002, 65.92, -70.80, 1207.03, 39.31, 28.99, 78.67,43756,,,
acc002, 88.62, -90.82, 1276.61, 38.64, 31.25, 73.24,43770,,,
acc002, 87.40, -105.71, 1291.50, 38.76, 31.86, 70.13,43785,,,
acc002, 80.81, -116.46, 1285.89, 37.72, 32.04, 64.70,43799,,,
acc002, 96.68, -95.95, 1277.59, 37.11, 29.97, 58.84,43813,,,
acc002, 120.12, -58.35, 1266.60, 35.52, 26.92, 54.50,43829,,,
acc002, 126.71, -34.42, 1248.05, 31.98, 23.25, 51.09,43843,,,
acc002, 135.50, -27.59, 1230.47, 25.39, 22.40, 47.24,43858,,,
acc002, 141.11, -28.32, 1228.27, 18.31, 22.89, 43.40,43872,,,
acc002, 129.15, -36.13, 1234.13, 11.84, 22.77, 39.18,43886,,,
acc002, 145.02, -28.56, 1214.11, 7.45, 20.26, 35.58,43900,,,
acc002, 156.25, -18.07, 1191.89, 5.19, 16.60, 33.57,43915,,,
acc002, 164.55, -0.49, 1143.55, 2.93, 13.49, 32.29,43932,,,
acc002, 157.71, 12.21, 1099.37, -0.12, 11.29, 31.92,43946,,,
acc002, 160.64, 30.52, 1047.12, -2.99, 11.23, 32.71,43962,,,
acc002, 153.32, 43.21, 1005.62, -3.97, 11.54, 33.94,43976,,,
acc002, 132.57, 38.82, 974.37, -3.97, 11.60, 34.73,43990,,,
acc002, 120.61, 40.53, 956.05, -3.72, 11.60, 34.61,44004,,,
acc002, 109.62, 56.88, 920.17, -2.44, 11.29, 34.06,44018,,,
acc002, 105.71, 78.12, 881.84, -1.04, 10.68, 33.69,44032,,,
acc002, 100.59, 93.02, 844.97, 0.98, 10.01, 33.51,44046,,,
acc002, 91.55, 112.55, 819.82, 3.78, 8.67, 33.69,44060,,,
acc002, 78.61, 110.60, 828.37, 6.41, 6.35, 34.55,44077,,,
acc002, 71.78, 104.49, 859.86, 8.00, 2.81, 35.28,44091,,,
acc002, 73.49, 101.32, 874.02, 7.57, -0.43, 35.83,44105,,,
acc002, 82.03, 103.27, 875.98, 6.84, -1.46, 36.19,44119,,,
acc002, 83.25, 108.40, 877.69, 6.53, -2.87, 36.50,44133,,,
acc002, 65.19, 108.64, 894.04, 7.02, -5.68, 36.44,44148,,,
acc002, 43.95, 112.55, 912.11, 6.10, -8.54, 35.46,44162,,,
acc002, 29.30, 107.91, 928.71, 3.97, -11.35, 33.94,44176,,,
acc002, 35.89, 111.57, 938.48, 1.46, -12.08, 32.53,44193,,,
acc002, 45.17, 110.35, 939.94, -0.37, -10.44, 30.58,44209,,,
acc002, 43.21, 107.67, 951.90, -0.73, -9.03, 29.60,44223,,,
acc002, 30.52, 98.39, 979.49, -1.40, -6.47, 28.38,44237,,,
acc002, 16.11, 93.02, 1021.24, -2.75, -5.31, 26.61,44251,,,
acc002, 19.78, 92.04, 1040.28, -4.33, -4.09, 24.90,44265,,,
acc002, 33.45, 84.96, 1056.88, -4.52, -1.77, 23.99,44279,,,
acc002, 34.18, 82.76, 1080.32, -3.91, 0.31, 24.17,44293,,,
acc002, 12.21, 86.67, 1108.64, -1.71, 2.56, 24.60,44308,,,
acc002, -11.96, 97.66, 1128.91, -1.40, 3.05, 24.23,44322,,,
acc002, 2.69, 89.36, 1169.92, -3.78, 3.66, 23.56,44338,,,
acc002, 49.07, 42.97, 1212.16, -5.43, 4.52, 24.35,44352,,,
acc002, 86.91, -7.81, 1228.03, -2.69, 5.25, 24.54,44366,,,
acc002, 90.33, -7.32, 1221.19, 2.44, 5.80, 23.80,44381,,,
acc002, 76.42, 33.45, 1237.55, 4.33, 4.88, 24.11,44395,,,
acc002, 69.34, 43.70, 1254.88, 1.59, 2.26, 25.39,44409,,,
acc002, 66.16, 32.71, 1253.66, -1.10, 0.06, 26.49,44423,,,
acc002, 63.72, 21.97, 1247.56, -4.76, -3.05, 28.26,44438,,,
acc002, 47.61, 5.86, 1230.22, -8.36, -6.96, 30.33,44457,,,
acc002, 41.26, 8.06, 1193.60, -9.64, -8.18, 29.91,44471,,,
acc002, 41.02, 15.87, 1154.30, -9.95, -7.14, 28.75,44485,,,
acc002, 35.40, 27.34, 1101.56, -8.48, -4.64, 27.59,44499,,,
acc002, 33.69, 42.72, 1069.82, -6.71, -2.81, 26.79,44513,,,
acc002, 29.54, 65.92, 1032.96, -3.91, -0.49, 25.70,44527,,,
acc002, 30.27, 87.16, 1007.57, -1.04, -0.12, 24.48,44541,,,
acc002, 27.34, 108.89, 972.41, 1.77, -1.95, 22.83,44555,,,
acc002, 25.63, 125.24, 948.49, 3.42, -4.46, 20.45,44569,,,
acc002, 26.61, 134.77, 926.51, 3.60, -6.41, 17.82,44585,,,
acc002, 24.17, 145.75, 903.08, 3.11, -7.57, 15.32,44599,,,
acc002, 24.66, 156.74, 886.47, 2.38, -7.63, 13.67,44614,,,
acc002, 30.27, 168.70, 856.20, 1.71, -6.84, 11.84,44628,,,
acc002, 34.91, 173.83, 849.61, 1.89, -6.16, 10.38,44642,,,
acc002, 42.48, 167.72, 861.08, 2.56, -5.37, 9.03,44656,,,
acc002, 38.33, 161.38, 882.57, 3.11, -3.97, 7.93,44671,,,
acc002, 32.23, 148.19, 906.49, 2.81, -2.44, 6.10,44685,,,
acc002, 21.24, 140.14, 927.25, 1.83, -1.22, 3.60,44699,,,
acc002, 10.74, 139.40, 947.75, 1.34, -0.73, 0.12,44718,,,
acc002, 17.82, 143.80, 972.17, 1.40, -1.10, -3.66,44732,,,
acc002, 26.37, 135.99, 1008.79, 2.08, -1.89, -7.02,44746,,,
acc002, 39.06, 113.04, 1048.10, 3.91, -3.30, -11.35,44760,,,
acc002, 41.02, 105.96, 1065.67, 7.57, -5.25, -16.60,44774,,,
acc002, 45.65, 102.54, 1077.39, 10.44, -6.35, -20.26,44788,,,
acc002, 60.30, 103.27, 1106.93, 13.24, -6.59, -25.39,44802,,,
acc002, 95.70, 104.00, 1144.53, 14.04, -3.78, -30.03,44817,,,
acc002, 109.86, 133.06, 1166.02, 13.67, -0.92, -34.06,44833,,,
acc002, 124.76, 145.75, 1204.35, 10.80, -0.55, -37.48,44847,,,
acc002, 158.69, 100.10, 1237.55, 6.90, -2.08, -41.02,44861,,,
acc002, 215.58, 40.04, 1280.27, 4.94, -2.14, -44.13,44875,,,
acc002, 245.85, -3.91, 1324.46, 6.65, -0.98, -45.78,44889,,,
acc002, 235.35, -6.10, 1333.50, 10.25, -0.67, -47.79,44904,,,
acc002, 236.82, 13.67, 1317.38, 10.74, -1.04, -49.87,44918,,,
acc002, 246.58, 43.95, 1296.88, 9.22, -0.31, -53.22,44932,,,
acc002, 259.52, 43.95, 1257.08, 5.00, 4.46, -56.58,44949,,,
acc002, 248.29, 41.50, 1236.57, 2.08, 8.85, -58.35,44966,,,
acc002, 234.86, 31.74, 1223.39, -1.16, 12.63, -59.88,44980,,,
acc002, 216.80, 26.12, 1203.13, -3.42, 14.47, -61.46,44994,,,
acc002, 200.93, 30.27, 1178.47, -4.39, 14.53, -62.56,45008,,,
acc002, 168.95, 49.56, 1127.20, -5.31, 13.12, -63.90,45022,,,
acc002, 141.60, 68.36, 1070.56, -6.59, 10.13, -65.25,45036,,,
acc002, 122.07, 86.18, 1003.91, -7.69, 6.65, -66.59,45050,,,
acc002, 106.69, 103.27, 931.88, -8.36, 4.03, -67.14,45064,,,
acc002, 99.37, 115.23, 885.50, -8.48, 2.20, -66.10,45080,,,
acc002, 91.31, 126.95, 849.12, -7.69, 0.49, -63.78,45094,,,
acc002, 83.50, 132.57, 821.04, -6.71, -1.89, -60.85,45108,,,
acc002, 76.66, 136.72, 802.73, -5.80, -4.09, -59.08,45122,,,
acc002, 69.82, 141.60, 770.75, -4.03, -7.02, -57.01,45136,,,
acc002, 55.42, 147.95, 764.40, -2.93, -7.69, -55.36,45151,,,
acc002, 51.76, 151.61, 760.99, -1.89, -7.75, -53.83,45165,,,
acc002, 49.32, 148.19, 764.89, -0.79, -6.29, -51.03,45179,,,
acc002, 66.65, 145.75, 805.66, 1.16, -4.76, -47.00,45196,,,
acc002, 72.02, 126.22, 846.68, 4.58, -3.91, -41.99,45210,,,
acc002, 66.65, 94.48, 889.16, 8.48, -3.48, -37.66,45227,,,
acc002, 63.72, 75.20, 937.26, 11.60, -1.28, -33.26,45241,,,
acc002, 53.22, 63.23, 983.64, 13.79, 2.44, -27.47,45255,,,
acc002, 37.11, 67.87, 1039.06, 16.48, 3.42, -21.06,45269,,,
acc002, 5.13, 66.41, 1081.30, 19.47, 2.01, -15.44,45283,,,
acc002, -16.60, 57.62, 1105.96, 20.57, -0.18, -12.21,45297,,,
acc002, -44.43, 49.32, 1133.30, 21.73, -2.99, -9.03,45311,,,
acc002, -77.39, 59.81, 1142.33, 21.24, -4.09, -7.45,45327,,,
acc002, -99.61, 110.11, 1161.62, 17.33, -4.27, -7.26,45341,,,
acc002, -68.85, 114.26, 1215.33, 10.13, -5.80, -4.52,45356,,,
acc002, -2.20, 1.71, 1306.40, 2.56, -7.02, 1.59,45370,,,
acc002, 27.34, -101.32, 1379.15, 1.40, -5.62, 5.62,45384,,,
acc002, 19.04, -94.97, 1331.79, 6.10, -4.27, 5.31,45398,,,
acc002, 7.81, -43.46, 1292.24, 9.09, -4.70, 5.07,45412,,,
acc002, -8.06, 11.72, 1282.96, 10.68, -6.10, 7.26,45427,,,
acc002, -7.81, -0.73, 1280.27, 8.06, -8.00, 12.51,45443,,,
acc002, -9.28, -16.85, 1270.26, 6.77, -8.61, 14.71,45457,,,
acc002, -9.52, -16.85, 1260.25, 3.30, -9.28, 17.27,45472,,,
acc002, -6.59, -16.36, 1260.25, -5.13, -10.50, 18.25,45489,,,
acc002, 5.62, -19.78, 1245.61, -11.84, -12.39, 17.46,45503,,,
